date,location,lineage,Prevalence_7,deltaPrevalence_7,N_7,deltaN_7,N_prev_7,deltaN_prev_7,growth_rate,uncertainty,invUncertainty,uncertainty95,uncertainty80,uncertainty65,uncertainty50,uncertainty35,uncertainty20,uncertainty5
2023-01-13,United States,XBB.1.5.14,0.0001004684027208,2.2962086891902065e-05,6.0,58890.0,4.0,37536.0,-0.012867651345550346,0.08567152223996011,11.672490156052882,0.16791618359032182,0.10965954846714894,0.0796745156831629,0.057399919900773276,0.03855218500798205,0.021417880559990027,0.005140291334397606
2023-01-14,United States,XBB.1.5.14,9.951941731243893e-05,1.7624938448252707e-05,8.0,79638.0,4.0,37536.0,-0.01328499380255399,0.08563530180443735,11.677427169973297,0.1678451915366972,0.10961318630967981,0.07964083067812673,0.057375652208973026,0.03853588581199681,0.021408825451109337,0.00513811810826624
2023-01-15,United States,XBB.1.5.14,9.912737949805385e-05,2.265556544634104e-05,6.0,59817.0,2.0,10661.0,-0.0785528343382288,0.17616550713722545,5.676480125141878,0.3452843939889619,0.22549184913564857,0.16383392163761967,0.11803088978194105,0.07927447821175146,0.04404137678430636,0.010569930428233527
2023-01-17,United States,XBB.1.5.14,0.0001299930747371,2.143256364528583e-05,10.0,68401.0,4.0,27968.0,0.033032216677857384,0.08370601754444022,11.946572413017877,0.16406379438710283,0.10714370245688348,0.07784659631632941,0.05608303175477495,0.0376677078949981,0.020926504386110056,0.005022361052666413
2023-01-19,United States,XBB.1.5.14,0.0001453461102192,2.823026827023998e-05,9.0,56146.0,3.0,28457.0,0.08224901026157183,0.09270566788579958,10.786826984859871,0.18170310905616718,0.11866325489382346,0.08621627113379361,0.06211279748348572,0.04171755054860981,0.023176416971449895,0.0055623400731479745
2023-01-20,United States,XBB.1.5.14,0.0001342737452632,2.0915920944856093e-05,11.0,75635.0,3.0,28457.0,0.0818005324529163,0.09266725118651027,10.791298837464295,0.18162781232556013,0.11861408151873315,0.08618054360345456,0.06208705829496189,0.041700263033929624,0.023166812796627568,0.005560035071190616
2023-01-22,United States,XBB.1.5.14,0.0001630770825954,2.0109271268620197e-05,15.0,84005.0,5.0,49205.0,0.09950240688967393,0.05853139747023607,17.084847504427213,0.1147215390416627,0.07492018876190218,0.05443419964731955,0.03921603630505817,0.026339128861606234,0.014632849367559018,0.003511883848214164
2023-01-23,United States,XBB.1.5.14,0.0001626920952094,2.379051277738764e-05,13.0,71899.0,5.0,49205.0,0.09977060463704213,0.058545674827751124,17.08068107408665,0.1147495226623922,0.07493846377952144,0.05444747758980855,0.03922560213459326,0.026345553672488007,0.014636418706937781,0.0035127404896650675
2023-01-24,United States,XBB.1.5.14,0.0001610160479152,2.416502243228777e-05,12.0,68359.0,7.0,45683.0,0.052910055125070965,0.0538046637460218,18.585749456968546,0.10545714094220274,0.0688699695949079,0.05003833728380028,0.03604912470983461,0.024212098685709813,0.01345116593650545,0.003228279824761308
2023-01-25,United States,XBB.1.5.14,0.0001610160479152,2.416502243228777e-05,12.0,68359.0,7.0,45683.0,0.052910055125070965,0.0538046637460218,18.585749456968546,0.10545714094220274,0.0688699695949079,0.05003833728380028,0.03604912470983461,0.024212098685709813,0.01345116593650545,0.003228279824761308
2023-01-27,United States,XBB.1.5.14,0.0002201999559228,3.676050027407892e-05,12.0,53076.0,8.0,54022.0,0.07503136364992269,0.04920544002899321,20.322956148969958,0.09644266245682669,0.0629829632371113,0.045761059226963684,0.03296764481942545,0.022142448013046944,0.012301360007248302,0.0029523264017395925
2023-01-30,United States,XBB.1.5.14,0.0002371767640429,4.257312058911089e-05,10.0,41880.0,12.0,62392.0,0.03811750639287692,0.03689337552127104,27.10513705701571,0.07231101602169124,0.04722352066722693,0.03431083923478207,0.024718561599251596,0.01660201898457197,0.00922334388031776,0.0022136025312762624
2023-01-31,United States,XBB.1.5.14,0.0001862655551334,3.745453034947129e-05,8.0,40779.0,11.0,58852.0,0.01667437079020284,0.03950924007328664,25.31053490639344,0.07743811054364182,0.0505718272938069,0.03674359326815658,0.02647119084910205,0.01777915803297899,0.00987731001832166,0.0023705544043971984
2023-02-01,United States,XBB.1.5.14,0.0001848014885761,3.137739147874156e-05,9.0,46419.0,11.0,58852.0,0.01649876533076311,0.03950241582507648,25.314907433210482,0.0774247350171499,0.0505630922560979,0.03673724671732113,0.026466618602801244,0.017776087121284416,0.00987560395626912,0.0023701449495045885
2023-02-03,United States,XBB.1.5.14,0.0002278645894392,3.0064873063829367e-05,13.0,51061.0,12.0,53076.0,0.00837847294986771,0.037609269819801186,26.589189441628097,0.07371416884681033,0.048139865369345516,0.0349766209324151,0.025198210779266796,0.016924171418910533,0.009402317454950296,0.002256556189188071
2023-02-04,United States,XBB.1.5.14,0.0001990900008778,2.755671940614873e-05,12.0,51418.0,10.0,46712.0,-0.004119318856511511,0.039986008836166057,25.008747537101833,0.07837257731888547,0.051182091310292555,0.037186988217634435,0.02679062592023126,0.017993703976274728,0.009996502209041514,0.0023991605301699635
2023-02-05,United States,XBB.1.5.14,0.0001719442471777,2.502677001609533e-05,11.0,52868.0,10.0,41880.0,-0.04168917664398386,0.04023357256925895,24.85486463521424,0.07885780223574754,0.051498972888651455,0.037417222489410824,0.026956493621403496,0.018105107656166526,0.010058393142314737,0.002414014354155537
2023-02-06,United States,XBB.1.5.14,0.0001882871494717,2.2455548026067327e-05,14.0,61929.0,10.0,41880.0,-0.041859888028263015,0.04022640544905076,24.859293015046102,0.07884375468013949,0.05148979897478498,0.03741055706761721,0.026951691650864012,0.018101882452072844,0.01005660136226269,0.0024135843269430454
2023-02-07,United States,XBB.1.5.14,0.0002136859179837,2.4451492407549905e-05,15.0,60255.0,8.0,40779.0,0.003740086472938886,0.04265168102347141,23.445734751924444,0.08359729480600396,0.054594151710043407,0.039666063351828415,0.028576626285725847,0.019193256460562136,0.010662920255867852,0.0025591008614082845
2023-02-08,United States,XBB.1.5.14,0.0002342491584759,2.576048767773372e-05,16.0,59481.0,9.0,46419.0,0.0204673960791677,0.03551079897626284,28.160447774448812,0.06960116599347516,0.04545382268961643,0.03302504304792444,0.0237922353140961,0.015979859539318277,0.00887769974406571,0.0021306479385757703
2023-02-09,United States,XBB.1.5.14,0.0002518691367469,2.6797183470744325e-05,18.0,57986.0,12.0,53220.0,0.03874942294316619,0.02816156533326547,35.5093897716958,0.05519666805320032,0.036046803626579804,0.02619025575993689,0.018868248773287865,0.012672704399969462,0.007040391333316368,0.001689693919995928
2023-02-10,United States,XBB.1.5.14,0.0002381799730191,2.652271044186269e-05,16.0,54720.0,13.0,51061.0,0.01860272914630068,0.028215970567268624,35.440921573686005,0.055303302311846506,0.03611644232610384,0.026240852627559822,0.01890470028006998,0.012697186755270881,0.007053992641817156,0.0016929582340361174
2023-02-11,United States,XBB.1.5.14,0.0002822177312258,3.499886121514181e-05,15.0,44760.0,11.0,41458.0,0.03532808322071834,0.033509909283933034,29.841919043316214,0.06567942219650874,0.042892683883434285,0.031164215634057725,0.022451639220235135,0.015079459177769866,0.008377477320983259,0.002010594557035982
2023-02-12,United States,XBB.1.5.14,0.0003519646902146,4.181157461004467e-05,16.0,41757.0,10.0,42908.0,0.07469554858768368,0.034784207779425536,28.748678318081133,0.06817704724767405,0.04452378595766469,0.03234931323486575,0.02330541921221511,0.01565289350074149,0.008696051944856384,0.002087052466765532
2023-02-13,United States,XBB.1.5.14,0.000356919934923,5.17020002252112e-05,13.0,32696.0,10.0,42908.0,0.07484316155551607,0.034788985504755066,28.744730134867453,0.06818641158931993,0.044529901446086484,0.03235375651942221,0.023308620288185894,0.01565504347713978,0.008697246376188766,0.002087339130285304
2023-02-15,United States,XBB.1.5.14,0.0003939330971433,6.993974263710297e-05,11.0,24761.0,10.0,35594.0,0.06494992541146494,0.03976848307048814,25.145540457943483,0.07794622681815676,0.050903658330224824,0.036984689255553975,0.02664488365722706,0.017895817381719664,0.009942120767622036,0.0023861089842292884
2023-02-17,United States,XBB.1.5.14,0.0003741060605565,9.813400252162191e-05,6.0,16032.0,5.0,25527.0,0.09448828995327063,0.06145191811017193,16.272885057992575,0.12044575949593697,0.07865845518102008,0.0571502838424599,0.04117278513381519,0.027653363149577368,0.015362979527542982,0.0036871150866103156
2023-02-20,United States,XBB.1.5.14,0.0003687807745239,6.533044874473992e-05,8.0,21004.0,6.0,22524.0,0.05317225602923714,0.05913380209184032,16.910801684067373,0.11590225210000703,0.07569126667755562,0.0549944359454115,0.039619647401533016,0.026610210941328143,0.01478345052296008,0.003548028125510419
2023-02-21,United States,XBB.1.5.14,0.0003695159219448,6.984630917202257e-05,7.0,18574.0,6.0,19455.0,0.040514418298083,0.062223761265179096,16.071031060599157,0.12195857207975103,0.07964641441942924,0.057868097976616566,0.04168992004767,0.028000692569330594,0.015555940316294774,0.0037334256759107456
2023-02-22,United States,XBB.1.5.14,0.0004020101680969,6.477434694184808e-05,8.0,19796.0,6.0,19455.0,0.040289217410774514,0.06221029403589119,16.074510103152168,0.12193217631034674,0.07962917636594073,0.057855573453378814,0.041680897004047104,0.027994632316151038,0.015552573508972798,0.0037326176421534716
2023-02-23,United States,XBB.1.5.14,0.0004020101680969,6.477434694184808e-05,8.0,19796.0,6.0,19455.0,0.040289217410774514,0.06221029403589119,16.074510103152168,0.12193217631034674,0.07962917636594073,0.057855573453378814,0.041680897004047104,0.027994632316151038,0.015552573508972798,0.0037326176421534716
2023-02-24,United States,XBB.1.5.14,0.0003997757357269,8.099813343392794e-05,6.0,14931.0,4.0,11167.0,0.017550253167782248,0.0975416767277064,10.25202798995922,0.19118168638630453,0.1248533462114642,0.09071375935676695,0.0653529234075633,0.04389375452746788,0.0243854191819266,0.005852500603662384
2023-02-25,United States,XBB.1.5.14,0.0003938576413579,0.0001074667753315,4.0,10147.0,4.0,11167.0,0.017948326113265356,0.09757983573011585,10.24801889158512,0.19125647803102705,0.12490218973454828,0.09074924722900775,0.06537848993917762,0.04391092607855213,0.02439495893252896,0.00585479014380695
2023-03-01,United States,XBB.1.5.14,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-01-09,Great Britain,XBB.1.5.18,0.0002866659372752,4.591580909210153e-05,10.0,33314.0,17.0,31388.0,-0.032268478195778716,0.053133347670265785,18.820572086023763,0.10414136143372094,0.0680106850179402,0.04941401333334718,0.03559934293907808,0.023910006451619604,0.013283336917566446,0.003188000860215947
2023-01-10,Great Britain,XBB.1.5.18,0.0004440289222546,6.051566729855944e-05,26.0,28497.0,19.0,40554.0,0.10022011336441894,0.042234907819647616,23.677096781416473,0.08278041932650933,0.05406068200914895,0.03927846427227229,0.028297388239163904,0.019005708518841428,0.010558726954911904,0.002534094469178857
2023-01-11,Great Britain,XBB.1.5.18,0.0005016597662352,5.668218929923505e-05,29.0,30711.0,19.0,40554.0,0.10007304785609361,0.04222926231461447,23.680262102374577,0.08276935413664437,0.05405345576270652,0.03927321395259146,0.028293605750791696,0.01900316804157651,0.010557315578653617,0.002533755738876868
2023-01-12,Great Britain,XBB.1.5.18,0.0005512702403794,5.319376756801769e-05,32.0,33003.0,19.0,40554.0,0.0999252122773,0.04222358724835548,23.68344485081494,0.08275823100677675,0.05404619167789502,0.0392679361409706,0.028289803456398175,0.019000614261759967,0.01055589681208887,0.0025334152349013287
2023-01-13,Great Britain,XBB.1.5.18,0.0007379011920073,6.581072864616125e-05,39.0,30559.0,7.0,40673.0,0.27721723757368766,0.04931195427124823,20.279058390169276,0.09665143037164653,0.06311930146719774,0.045860117472260854,0.033039009361736316,0.022190379422061705,0.012327988567812058,0.0029587172562748937
2023-01-14,Great Britain,XBB.1.5.18,0.0008629872575808,7.578833585388436e-05,40.0,27202.0,10.0,47731.0,0.24310466359073635,0.03678629351422725,27.184037979070816,0.0721011352878854,0.04708645569821088,0.03421125296823134,0.024646816654532257,0.01655383208140226,0.009196573378556812,0.002207177610853635
2023-01-15,Great Britain,XBB.1.5.18,0.0012463735615367,0.0001025068746006,43.0,25414.0,9.0,40637.0,0.27517784931433287,0.037256035264989336,26.841288743886587,0.0730218291193791,0.04768772513918635,0.03464811279644008,0.024961543627542857,0.0167652158692452,0.009314008816247334,0.0022353621158993603
2023-01-16,Great Britain,XBB.1.5.18,0.001611189031515,0.0001238660201409,50.0,25220.0,10.0,33314.0,0.26746739791047003,0.03458113881076797,28.917497641477823,0.06777903206910522,0.04426385767778301,0.032160459094014215,0.02316936300321454,0.015561512464845587,0.008645284702691993,0.0020748683286460783
2023-01-17,Great Britain,XBB.1.5.18,0.0013169265438437,0.0001083345108811,35.0,24296.0,26.0,28497.0,0.10543347508708423,0.029291053736218257,34.14011694511026,0.05741046532298778,0.03749254878235937,0.02724067997468298,0.019625006003266235,0.013180974181298216,0.007322763434054564,0.0017574632241730954
2023-01-18,Great Britain,XBB.1.5.18,0.0013263460735821,0.000109110501828,35.0,24166.0,29.0,30711.0,0.0888811485547778,0.024075304812448652,41.53633807713739,0.04718759743239936,0.030816390159934277,0.022390033475577248,0.016130454224340597,0.010833887165601894,0.006018826203112163,0.001444518288746919
2023-01-19,Great Britain,XBB.1.5.18,0.0013278806122316,0.0001092368982834,35.0,24145.0,32.0,33003.0,0.07606129801201589,0.020411942599085242,48.99092749970867,0.04000740749420707,0.02612728652682911,0.018983106617149276,0.013676001541387112,0.009185374169588359,0.0051029856497713105,0.0012247165559451144
2023-01-20,Great Britain,XBB.1.5.18,0.0012052685846877,0.0001027955596934,30.0,23236.0,39.0,30559.0,0.023298483879368836,0.01883362208542776,53.096531058342485,0.036913899287438406,0.024107036269347532,0.017515268539447817,0.0126185267972366,0.008475129938442492,0.00470840552135694,0.0011300173251256656
2023-01-21,Great Britain,XBB.1.5.18,0.0012903054039216,0.0001061432587583,35.0,24867.0,40.0,27202.0,0.013471865493863922,0.018199193074969835,54.947491126699724,0.035670418426940874,0.023294967135961388,0.016925249559721946,0.01219345936022979,0.008189636883736426,0.004549798268742459,0.00109195158449819
2023-01-22,Great Britain,XBB.1.5.18,0.0011033135162359,9.399292863051874e-05,33.0,25562.0,43.0,25414.0,-0.021430224881501148,0.017120961638883412,58.40793415066711,0.033557084812211486,0.021914830897770767,0.015922494324161575,0.011471044298051887,0.007704432737497536,0.004280240409720853,0.0010272576983330047
2023-01-23,Great Britain,XBB.1.5.18,0.0010723291458757,9.228555835554846e-05,31.0,25564.0,50.0,25220.0,-0.05049866305577155,0.01590151490826421,62.88709005204831,0.03116696922019785,0.02035393908257819,0.014788408864685715,0.010654014988537021,0.007155681708718894,0.003975378727066052,0.0009540908944958525
2023-01-24,Great Britain,XBB.1.5.18,0.0011831208415534,9.720033849936584e-05,36.0,26711.0,35.0,24296.0,-0.009034932835589427,0.016701441385306718,59.87507167373957,0.03273482511520116,0.0213778449731926,0.01553234048833525,0.011189965728155503,0.007515648623388023,0.0041753603463266795,0.001002086483118403
2023-01-25,Great Britain,XBB.1.5.18,0.0011453900738395,9.409656282773228e-05,36.0,27383.0,35.0,24166.0,-0.015097201782484304,0.01659899906357837,60.24459644643311,0.03253403816461361,0.021246718801380318,0.015437069129127887,0.01112132937259751,0.007469549578610267,0.004149749765894593,0.0009959399438147023
2023-01-26,Great Britain,XBB.1.5.18,0.0012606357094184,9.86612361549009e-05,42.0,27892.0,35.0,24145.0,0.0011726743984366017,0.01655818338715903,60.3930984829837,0.0324540394388317,0.02119447473556356,0.015399110550057899,0.011093982869396552,0.007451182524221564,0.004139545846789758,0.0009934910032295418
2023-01-27,Great Britain,XBB.1.5.18,0.0013747705267255,0.0001037259178507,48.0,29615.0,30.0,23236.0,0.024667254223452506,0.01692565104117318,59.081922318226304,0.03317427604069943,0.02166483333270167,0.015740855468291057,0.011340186197586031,0.007616542968527931,0.004231412760293295,0.0010155390624703908
2023-01-28,Great Britain,XBB.1.5.18,0.0014434021198266,0.0001073434784101,54.0,30323.0,35.0,24867.0,0.025071395414120845,0.016471588024227973,60.71060049153155,0.03228431252748683,0.021083632671011807,0.015318576862532015,0.011035963976232742,0.0074122146109025875,0.004117897006056993,0.0009882952814536782
2023-01-29,Great Britain,XBB.1.5.18,0.0019557623442592,0.0001348024254372,68.0,31870.0,33.0,25562.0,0.06705618203085129,0.016954573429759225,58.98113592434989,0.033230963922328084,0.021701853990091807,0.01576775328967608,0.011359564197938682,0.007629558043391651,0.004238643357439806,0.0010172744057855535
2023-01-30,Great Britain,XBB.1.5.18,0.0017289780368738,0.0001206726658146,66.0,33418.0,31.0,25564.0,0.05894844531794163,0.017031192849680795,58.71579335787642,0.03338113798537436,0.021799926847591418,0.015839009350203142,0.011410899209286134,0.007664036782356358,0.004257798212420199,0.0010218715709808476
2023-01-31,Great Britain,XBB.1.5.18,0.001794570347352,0.0001240632387569,69.0,33611.0,36.0,26711.0,0.051504947102889886,0.016383963992416355,61.03529038899682,0.03211256942513606,0.020971473910292936,0.015237086512947211,0.010977255874918958,0.00737278379658736,0.004095990998104089,0.0009830378395449813
2023-02-01,Great Britain,XBB.1.5.18,0.0020966205882666,0.0001383662852626,77.0,33642.0,36.0,27383.0,0.07936569483103173,0.016499343037089303,60.608473789051715,0.03233871235269503,0.021119159087474308,0.015344389024493053,0.011054559834849834,0.007424704366690187,0.004124835759272326,0.0009899605822253582
2023-02-02,Great Britain,XBB.1.5.18,0.0020870479858541,0.000137732636687,77.0,33783.0,42.0,27892.0,0.06028381630128532,0.01575821763981547,63.45895347157486,0.03088610657403832,0.020170518578963802,0.014655142405028387,0.010558005818676365,0.007091197937916962,0.003939554409953867,0.0009454930583889282
2023-02-03,Great Britain,XBB.1.5.18,0.0022818351041094,0.0001486191081997,85.0,33584.0,48.0,29615.0,0.06303652532038528,0.015374218283343129,65.04395745983578,0.03013346783535253,0.019678999402679205,0.01429802300350911,0.010300726249839897,0.006918398227504408,0.003843554570835782,0.0009224530970005877
2023-02-04,Great Britain,XBB.1.5.18,0.0025119098496484,0.0001615322441231,106.0,33189.0,54.0,30323.0,0.07750809536862069,0.015368909701680002,65.06642432095806,0.030123063015292804,0.019672204418150402,0.014293086022562403,0.010297169500125603,0.006916009365756001,0.0038422274254200006,0.0009221345821008001
2023-02-05,Great Britain,XBB.1.5.18,0.0025573027897449,0.0001644555524439,106.0,32435.0,68.0,31870.0,0.05126963380807381,0.014236584316595953,70.24156762337117,0.027903705260528065,0.01822282792524282,0.013240023414434237,0.00953851149211929,0.006406462942468179,0.003559146079148988,0.0008541950589957571
2023-02-06,Great Britain,XBB.1.5.18,0.0033967066442417,0.0002112460328124,118.0,31593.0,66.0,33418.0,0.09077929041009036,0.014643211795340252,68.29102890652848,0.028700695118866894,0.018743311098035523,0.013618186969666435,0.009810951902877969,0.006589445307903114,0.003660802948835063,0.000878592707720415
2023-02-07,Great Britain,XBB.1.5.18,0.0033852131514525,0.0002100969346885,119.0,32088.0,69.0,33611.0,0.08415448590100261,0.0144693816630988,69.11145363939742,0.028359988059673647,0.018520808528766464,0.013456524946681885,0.009694485714276196,0.00651122174839446,0.0036173454157747,0.000868162899785928
2023-02-08,Great Britain,XBB.1.5.18,0.0034334028480268,0.000211941818233,122.0,32460.0,77.0,33642.0,0.06337928561090589,0.013756118176105744,72.69492651909542,0.02696199162516726,0.017607831265415354,0.012793189903778342,0.009216599177990848,0.006190253179247585,0.003439029544026436,0.0008253670905663446
2023-02-09,Great Britain,XBB.1.5.18,0.0034775715334867,0.0002140736910322,123.0,32500.0,77.0,33783.0,0.06611545482818793,0.013771894152188345,72.61165304854602,0.026992912538289157,0.017628024514801083,0.012807861561535162,0.009227169081966191,0.0061973523684847555,0.0034429735380470863,0.0008263136491313006
2023-02-10,Great Britain,XBB.1.5.18,0.0037035655047182,0.0002261007844552,139.0,33641.0,85.0,33584.0,0.06267256580793057,0.013578197878110501,73.64747582682577,0.02661326784109658,0.017380093283981442,0.012627724026642766,0.009097392578334036,0.006110189045149725,0.0033945494695276253,0.0008146918726866301
2023-02-11,Great Britain,XBB.1.5.18,0.0037413691676154,0.0002282479210763,142.0,33440.0,106.0,33189.0,0.04388887121295215,0.013245844253211436,75.495376578775,0.025961854736294414,0.01695468064411064,0.012318635155486635,0.008874715649651662,0.005960629913945146,0.003311461063302859,0.0007947506551926861
2023-02-12,Great Britain,XBB.1.5.18,0.0039715445351245,0.0002412206266518,147.0,32782.0,106.0,32435.0,0.04973898917517561,0.013290611901831667,75.24108050000191,0.02604959932759007,0.017011983234344535,0.012360269068703451,0.008904709974227218,0.00598077535582425,0.003322652975457917,0.0007974367141099
2023-02-13,Great Britain,XBB.1.5.18,0.004076140442204,0.0002462798803481,154.0,33609.0,118.0,31593.0,0.027791497717849722,0.012728278793844736,78.56521814116687,0.02494742643593568,0.016292196856121263,0.011837299278275605,0.008527946791875973,0.005727725457230131,0.003182069698461184,0.0007636967276306841
2023-02-14,Great Britain,XBB.1.5.18,0.0044398852375168,0.0002661772575142,160.0,33499.0,119.0,32088.0,0.03653339606293193,0.012774874433172864,78.27865590625868,0.025038753889018814,0.016351839274461266,0.011880633222850764,0.008559165870225819,0.005748693494927789,0.003193718608293216,0.0007664924659903719
2023-02-15,Great Britain,XBB.1.5.18,0.0046372088305463,0.0002770342806367,163.0,33014.0,122.0,32460.0,0.04165022388551032,0.012780590969280674,78.24364322460455,0.02504995829979012,0.016359156440679264,0.011885949601431028,0.008562995949418053,0.005751265936176303,0.0031951477423201686,0.0007668354581568405
2023-02-16,Great Britain,XBB.1.5.18,0.0052325469264647,0.0003078221602147,176.0,32708.0,123.0,32500.0,0.058575128579540836,0.012877396856660346,77.65544629330795,0.02523969783905428,0.016483067976525243,0.011975979076694123,0.008627855893962432,0.005794828585497156,0.0032193492141650865,0.0007726438113996207
2023-02-17,Great Britain,XBB.1.5.18,0.0056189504930183,0.0003297550723767,188.0,31078.0,139.0,33641.0,0.06155639996912843,0.012843405068024004,77.86097181421788,0.025173073933327045,0.016439558487070724,0.011944366713262324,0.008605081395576083,0.0057795322806108015,0.003210851267006001,0.0007706043040814402
2023-02-18,Great Britain,XBB.1.5.18,0.0054266930371608,0.000319141129912,180.0,31281.0,142.0,33440.0,0.05296364792869168,0.012748803605878925,78.43873283441786,0.024987655067522693,0.016318468615525022,0.0118563873534674,0.008541698415938881,0.005736961622645516,0.003187200901469731,0.0007649282163527354
2023-02-19,Great Britain,XBB.1.5.18,0.0058723957826523,0.000343759707875,190.0,30400.0,147.0,32782.0,0.05742663725987729,0.012745088608594104,78.46159651849678,0.024980373672844444,0.016313713419000453,0.011852932405992517,0.00853920936775805,0.005735289873867347,0.003186272152148526,0.0007647053165156462
2023-02-20,Great Britain,XBB.1.5.18,0.0066027716028983,0.0003857424938377,195.0,27724.0,154.0,33609.0,0.07279254313263461,0.012883163970228144,77.62068404243801,0.02525100138164716,0.016490449881892025,0.011981342492312174,0.008631719860052857,0.005797423786602665,0.003220790992557036,0.0007729898382136886
2023-02-21,Great Britain,XBB.1.5.18,0.0073429545492729,0.0004298947151639,193.0,25394.0,160.0,33499.0,0.07436583550464992,0.012864538522430052,77.73306428803826,0.025214495503962903,0.016466609308710467,0.011964020825859949,0.008619240810028135,0.0057890423350935236,0.003216134630607513,0.0007718723113458031
2023-02-22,Great Britain,XBB.1.5.18,0.0077104209124924,0.0004554666519637,187.0,23915.0,163.0,33014.0,0.07507308126072565,0.012911340433636759,77.45129215203633,0.025306227249928048,0.016526515755055052,0.012007546603282186,0.00865059809053663,0.005810103195136542,0.0032278351084091897,0.0007746804260182054
2023-02-23,Great Britain,XBB.1.5.18,0.0071891942646684,0.0004440993590065,168.0,22057.0,176.0,32708.0,0.04910010877812532,0.012849583245873293,77.82353566378544,0.025185183161911654,0.016447466554717814,0.011950112418662163,0.008609220774735107,0.0057823124606429825,0.0032123958114683234,0.0007709749947523975
2023-02-24,Great Britain,XBB.1.5.18,0.006895850154841,0.0004300080869794,142.0,19849.0,188.0,31078.0,0.03007978607555928,0.012661533811495531,78.97937286966688,0.02481660627053124,0.01620676327871428,0.011775226444690845,0.008483227653702007,0.005697690215172989,0.003165383452873883,0.0007596920286897319
2023-02-25,Great Britain,XBB.1.5.18,0.006553814087325,0.0004144277123766,124.0,17304.0,180.0,31281.0,0.030978485392808786,0.012778846039012422,78.25432726453619,0.025046538236464345,0.0163569229299359,0.011884326816281553,0.008561826846138322,0.00575048071755559,0.0031947115097531054,0.0007667307623407453
2023-02-26,Great Britain,XBB.1.5.18,0.0060860737225906,0.0003903190687543,106.0,16223.0,190.0,30400.0,0.007391416450147847,0.012546670014024035,79.70242294427528,0.024591473227487108,0.016059737617950764,0.011668403113042352,0.008406268909396103,0.005646001506310816,0.0031366675035060087,0.0007528002008414421
2023-02-27,Great Britain,XBB.1.5.18,0.0054574875364617,0.0003609640415008,84.0,15019.0,195.0,27724.0,-0.027009596432141403,0.01231313336680839,81.21409638066835,0.024133741398944444,0.01576081070951474,0.011451214031131803,0.008249799355761622,0.005540910015063775,0.0030782833417020974,0.0007387880020085034
2023-02-28,Great Britain,XBB.1.5.18,0.0059476817165174,0.0003947116683273,82.0,13266.0,193.0,25394.0,-0.020016270627156163,0.01243569725128381,80.41366557848328,0.024373966612516267,0.015917692481643278,0.011565198443693945,0.008331917158360154,0.005596063763077715,0.0031089243128209526,0.0007461418350770287
2023-03-01,Great Britain,XBB.1.5.18,0.0059419753056191,0.0004084595509106,75.0,12436.0,187.0,23915.0,-0.02424868535349034,0.012688808149729948,78.80960829416297,0.024870063973470698,0.016241674431654335,0.011800591579248853,0.008501501460319066,0.0057099636673784765,0.003172202037432487,0.0007613284889837968
2023-03-02,Great Britain,XBB.1.5.18,0.0060908678956777,0.0004734580796598,71.0,11639.0,164.0,21260.0,-0.018547975147520712,0.014599681343140247,68.49464563621153,0.028615375432554883,0.018687592119219516,0.013577703649120431,0.009781786499903966,0.006569856604413111,0.0036499203357850617,0.0008759808805884147
2023-03-03,Great Britain,XBB.1.5.18,0.0054637908215741,0.0004797951575095,52.0,8960.0,138.0,19052.0,-0.01961789941687908,0.016069703378259075,62.2289022056819,0.031496618621387786,0.020569220324171616,0.01494482414178094,0.01076670126343358,0.007231366520216584,0.004017425844564769,0.0009641822026955444
2023-03-04,Great Britain,XBB.1.5.18,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-03-06,Great Britain,XBB.1.5.18,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-01-07,United States,XBB.1.5.16,0.0002075545980528,1.7685686461729837e-05,30.0,134762.0,20.0,180981.0,0.09691765733107705,0.023459766143536457,42.62617086127758,0.045981141641331456,0.030028500663726667,0.021817582513488906,0.01571804331616943,0.010556894764591407,0.005864941535884114,0.0014075859686121875
2023-01-08,United States,XBB.1.5.16,0.0002191040201204,1.86699383805298e-05,30.0,127708.0,21.0,175802.0,0.09316328263001594,0.02314725270585859,43.2016711748647,0.04536861530348284,0.029628483463498997,0.02152694501644849,0.015508659312925256,0.010416263717636366,0.005786813176464648,0.0013888351623515154
2023-01-09,United States,XBB.1.5.16,0.0002270936210184,1.9350803998367373e-05,30.0,123976.0,20.0,170370.0,0.09946754851404216,0.023478850536848617,42.59152288697274,0.04601854705222329,0.03005292868716623,0.021835330999269216,0.015730829859688576,0.010565482741581879,0.005869712634212154,0.001408731032210917
2023-01-10,United States,XBB.1.5.16,0.0002577013889857,2.1180024628071413e-05,35.0,121064.0,20.0,160896.0,0.11455923327696649,0.02335829142832248,42.81135043924815,0.04578225119951206,0.029898613028252776,0.02172321102833991,0.015650055256976065,0.010511231142745117,0.00583957285708062,0.0014014974856993488
